scenario_name,array_gini_coefficient,arr_size,total_trials,regular_avg,regular_std,epsilon,avg_comparisons,std_comparisons,improvement_pct,ci_lower,ci_upper,margin_of_error,sample_size,t_statistic,p_value,is_significant,drunkness_level
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.3,12.4,2.3224856068314814,-8.963093145869943,11.939168468929005,12.860831531070996,0.4608315310709955,100,3.5321850486062787,0.0005221042729143583,True,0.3
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.27999999999999997,12.29,2.3668373818070374,-7.996485061511409,11.820368114555404,12.759631885444595,0.46963188544459517,100,3.1126859848150095,0.0021559237221093646,True,0.27999999999999997
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.25999999999999995,11.86,2.0251948403583646,-4.217926186291727,11.4581574067653,12.261842593234698,0.4018425932346988,100,1.8082380293097986,0.07212766695523805,False,0.25999999999999995
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.23999999999999994,11.83,2.0053212040252135,-3.9543057996485,11.432100767375337,12.227899232624663,0.39789923262466304,100,1.7049413489215461,0.08981121473983726,False,0.23999999999999994
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.21999999999999992,12.23,1.7515072873892867,-7.469244288224952,11.882462954967119,12.577537045032882,0.3475370450328813,100,3.4664067770083484,0.0006468571630854628,True,0.21999999999999992
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.1999999999999999,11.76,2.142027737514813,-3.3391915641476184,11.33497522526213,12.185024774737869,0.42502477473786826,100,1.384490577538188,0.16784060937705675,False,0.1999999999999999
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.17999999999999988,11.79,2.031544170617936,-3.602811950790846,11.386897561892123,12.193102438107875,0.4031024381078756,100,1.5417214239088377,0.1247825440204379,False,0.17999999999999988
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.15999999999999986,11.75,1.7254775360093006,-3.2513181019332094,11.407627822360292,12.092372177639708,0.3423721776397088,100,1.5203923320565522,0.13000773036329444,False,0.15999999999999986
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.13999999999999985,11.31,1.7735144587382239,0.6151142355008812,10.958096254722587,11.661903745277414,0.351903745277413,100,-0.2836449054260644,0.7769792095206229,False,0.13999999999999985
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.11999999999999983,11.76,1.5382004440451205,-3.3391915641476184,11.454787660410748,12.065212339589252,0.3052123395892511,100,1.648887034300055,0.10077532457135834,False,0.11999999999999983
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.09999999999999981,11.53,1.2508986668581412,-1.318101933216156,11.281794566060046,11.778205433939952,0.24820543393995362,100,0.7063382339988086,0.48088584403367207,False,0.09999999999999981
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.0799999999999998,11.71,1.5524174696260025,-2.899824253075572,11.401966694094988,12.018033305905014,0.30803330590501293,100,1.4260414670597201,0.15544680028675253,False,0.0799999999999998
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.059999999999999776,11.53,1.3518038827336374,-1.318101933216156,11.261772782076466,11.798227217923532,0.2682272179235339,100,0.6866283603973222,0.49316430529889366,False,0.059999999999999776
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.03999999999999976,11.29,1.4859272519136992,0.7908611599297155,10.995159795804412,11.584840204195586,0.2948402041955875,100,-0.3964707581153773,0.6921934613422697,False,0.03999999999999976
Sober Array,0.0,5000,100,11.38,1.716114945174275,-0.01999999999999974,11.48,1.4458578942984164,-0.8787346221441092,11.193110425666044,11.766889574333957,0.2868895743339567,100,0.4456319332667284,0.6563640200852792,False,0.01999999999999974
Sober Array,0.0,5000,100,11.38,1.716114945174275,2.7755575615628914e-16,11.51,1.4389600621998029,-1.1423550087873375,11.224479105203915,11.795520894796084,0.2855208947960837,100,0.5804695684940198,0.562278091738335,False,2.7755575615628914e-16
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.020000000000000295,11.38,1.405472708861163,0.0,11.101123722619485,11.658876277380516,0.2788762773805147,100,0.0,1.0,False,0.020000000000000295
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.04000000000000031,11.43,1.5325096601933244,-0.43936731107204685,11.12591683538936,11.73408316461064,0.30408316461064056,100,0.21731662509300784,0.8281882138884787,False,0.04000000000000031
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.06000000000000033,11.28,1.6641192653451642,0.8787346221441249,10.949802634436994,11.610197365563005,0.33019736556300505,100,-0.4183279005052047,0.6761611889914804,False,0.06000000000000033
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.08000000000000035,11.64,1.54736661277909,-2.2847100175746906,11.332968893672517,11.947031106327485,0.3070311063274842,100,1.1251938917289352,0.2618834487141937,False,0.08000000000000035
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.10000000000000037,11.4,1.6391670710664874,-0.17574692442881873,11.074753691123504,11.725246308876496,0.3252463088764962,100,0.08427558740421963,0.9329226478625107,False,0.10000000000000037
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.12000000000000038,11.55,1.7371461561068393,-1.4938488576449904,11.205312514980466,11.894687485019535,0.3446874850195339,100,0.6961878642351346,0.4871277241757135,False,0.12000000000000038
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.1400000000000004,11.57,1.7823772571677095,-1.6695957820738092,11.216337683234428,11.923662316765572,0.35366231676557197,100,0.7679090830901916,0.44345733932653053,False,0.1400000000000004
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.16000000000000042,11.84,1.618828607544993,-4.042179261862909,11.518789283532202,12.161210716467798,0.32121071646779714,100,1.9498429365756513,0.052611644923031685,False,0.16000000000000042
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.18000000000000044,11.61,1.819618119554238,-2.0210896309314466,11.248948288190812,11.971051711809187,0.36105171180918716,100,0.919554263539722,0.35892846494410735,False,0.18000000000000044
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.20000000000000046,12,1.651445647689541,-5.44815465729349,11.672317355135919,12.327682644864081,0.3276826448640823,100,2.603221989541495,0.009935481993536121,True,0.20000000000000046
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.22000000000000047,12.46,1.62319052324349,-9.490333919156415,12.137923784825203,12.782076215174799,0.3220762151747982,100,4.572087337452001,8.510223249209141e-06,True,0.22000000000000047
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.2400000000000005,12.24,1.9904824043483031,-7.557117750439361,11.845045107161233,12.634954892838767,0.39495489283876634,100,3.272287853719722,0.0012630372147948638,True,0.2400000000000005
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.2600000000000005,12.03,2.1294235004912583,-5.7117750439367185,11.607476179338429,12.45252382066157,0.42252382066157124,100,2.3767156178306803,0.018464189760198528,True,0.2600000000000005
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.2800000000000005,12.12,2.3237030704450943,-6.502636203866419,11.658926897735006,12.581073102264993,0.46107310226499304,100,2.5616969361270656,0.011225372447220073,True,0.2800000000000005
Sober Array,0.0,5000,100,11.38,1.716114945174275,0.30000000000000054,12.85,2.5638315707612938,-12.917398945518443,12.341280193648231,13.358719806351768,0.5087198063517692,100,4.764727106743483,3.98952950076268e-06,True,0.30000000000000054
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.3,12.38,2.308438625757438,-10.044444444444451,11.921955694725469,12.838044305274533,0.45804430527453166,100,4.072210621445149,7.084323983187386e-05,True,0.3
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.27999999999999997,12.06,2.063732031778811,-7.200000000000005,11.650510791917304,12.469489208082697,0.40948920808269723,100,3.145731405565477,0.0019337376160226173,True,0.27999999999999997
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.25999999999999995,11.47,1.8987236542350008,-1.955555555555561,11.09325203390364,11.84674796609636,0.37674796609635997,100,0.8999205589791714,0.36930226693102,False,0.25999999999999995
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.23999999999999994,11.98,1.9795928568238164,-6.4888888888888925,11.58720582964047,12.372794170359532,0.39279417035953174,100,2.9107006133254867,0.004045017415552519,True,0.23999999999999994
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.21999999999999992,12.09,1.5380362660079103,-7.466666666666666,11.784820236895198,12.395179763104801,0.3051797631048013,100,3.859563972755786,0.00015368692857446804,True,0.21999999999999992
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.1999999999999999,11.78,1.9570127720326687,-4.711111111111106,11.391686208341378,12.16831379165862,0.38831379165862184,100,2.128340518619271,0.034613808686510594,True,0.1999999999999999
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.17999999999999988,11.86,1.8368836147511944,-5.422222222222217,11.495522439366212,12.224477560633787,0.36447756063378645,100,2.544904303469393,0.011716504586210843,True,0.17999999999999988
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.15999999999999986,12.02,1.4211959681190978,-6.844444444444441,11.73800388686423,12.30199611313577,0.2819961131357707,100,3.674586770262019,0.00030712422518480313,True,0.15999999999999986
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.13999999999999985,11.43,1.6712361601611854,-1.5999999999999976,11.098390488103389,11.76160951189661,0.33160951189661036,100,0.7920802682009713,0.42926813223801663,False,0.13999999999999985
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.11999999999999983,11.51,1.5731009073312698,-2.311111111111109,11.19786265132396,11.822137348676039,0.31213734867603954,100,1.1811035636422929,0.23897899270815015,False,0.11999999999999983
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.09999999999999981,11.4,1.5954480704349312,-1.3333333333333366,11.08342848933912,11.71657151066088,0.3165715106608809,100,0.6764814252025476,0.49952550020186415,False,0.09999999999999981
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.0799999999999998,11.53,1.388662607829504,-2.488888888888883,11.254459211361844,11.805540788638154,0.27554078863815556,100,1.35034334464547,0.1784636408263304,False,0.0799999999999998
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.059999999999999776,11.26,1.6734407788756793,-0.08888888888888699,10.927953043920898,11.592046956079102,0.3320469560791016,100,0.043973077175022315,0.964970483772976,False,0.059999999999999776
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.03999999999999976,11.4,1.6143297699232972,-1.3333333333333366,11.079681950519308,11.720318049480692,0.3203180494806918,100,0.6723502022908523,0.5021463578538596,False,0.03999999999999976
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,-0.01999999999999974,11.24,1.8097379686439456,0.08888888888888699,10.88090872448278,11.599091275517221,0.3590912755172206,100,-0.042083861045410016,0.9664753390001841,False,0.01999999999999974
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,2.7755575615628914e-16,11.28,1.6148302597105268,-0.266666666666661,10.95958264248732,11.60041735751268,0.3204173575126796,100,0.13444821400634932,0.8931850332193845,False,2.7755575615628914e-16
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.020000000000000295,11.46,1.3956642819384566,-1.866666666666674,11.183069927316254,11.736930072683748,0.27693007268374786,100,1.010469297098569,0.31351556390253343,False,0.020000000000000295
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.04000000000000031,11.46,1.4935551783268908,-1.866666666666674,11.163646249715022,11.75635375028498,0.296353750284979,100,0.9789258583613432,0.3288122933730172,False,0.04000000000000031
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.06000000000000033,11.29,1.603625941925411,-0.35555555555554796,10.971805822215252,11.608194177784746,0.3181941777847479,100,0.1799170119725238,0.8574020189425079,False,0.06000000000000033
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.08000000000000035,11.42,1.741820712340795,-1.5111111111111104,11.074384981608446,11.765615018391554,0.34561501839155345,100,0.7312148203695403,0.4655253860968196,False,0.08000000000000035
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.10000000000000037,11.6,1.407052941362897,-3.111111111111108,11.320810170207759,11.87918982979224,0.2791898297922412,100,1.6779267532299702,0.09495187521483514,False,0.10000000000000037
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.12000000000000038,11.55,1.7254775360093006,-2.666666666666673,11.207627822360292,11.892372177639709,0.3423721776397088,100,1.2971968033965462,0.1960922907570519,False,0.12000000000000038
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.1400000000000004,11.6,1.6391670710664874,-3.111111111111108,11.274753691123504,11.925246308876496,0.3252463088764962,100,1.5562349434456204,0.1212553814063974,False,0.1400000000000004
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.16000000000000042,11.51,2.226992355059835,-2.311111111111109,11.068116401821003,11.951883598178997,0.44188359817899675,100,0.9602855970031058,0.3382284836569167,False,0.16000000000000042
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.18000000000000044,11.53,1.7082982258033368,-2.488888888888883,11.19103657021288,11.868963429787119,0.33896342978711885,100,1.2174494223177872,0.22489770922386498,False,0.18000000000000044
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.20000000000000046,11.67,2.0940270998603374,-3.733333333333333,11.254499593153856,12.085500406846144,0.4155004068461447,100,1.6158434251447813,0.10786176723795603,False,0.20000000000000046
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.22000000000000047,11.87,2.0531080159729846,-5.511111111111104,11.462618827142803,12.277381172857195,0.40738117285719555,100,2.4158251988895465,0.016679459239522246,True,0.22000000000000047
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.2400000000000005,12.31,1.8678297242489421,-9.422222222222226,11.939382059861346,12.680617940138655,0.37061794013865396,100,4.378819639291748,1.9634593021019974e-05,True,0.2400000000000005
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.2600000000000005,12.29,2.0758106606793163,-9.244444444444436,11.878114129895765,12.701885870104233,0.4118858701042338,100,4.02381996435893,8.377671515547533e-05,True,0.2600000000000005
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.2800000000000005,12.61,1.740167181101235,-12.088888888888883,12.264713078079984,12.955286921920015,0.345286921920015,100,5.852836618828413,2.0148557749673655e-08,True,0.2800000000000005
Array (Gini=0.1),0.11078242092399004,5000,100,11.25,1.539874060178988,0.30000000000000054,12.1,2.139102048934921,-7.555555555555553,11.675555745349637,12.524444254650362,0.42444425465036256,100,3.224936914500526,0.0014966426965871775,True,0.30000000000000054
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.3,12.12,2.194023102370933,-7.829181494661913,11.684658216827392,12.555341783172606,0.4353417831726075,100,3.365658861867623,0.0009443810365986497,True,0.3
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.27999999999999997,12.08,2.0825392426001716,-7.473309608540923,11.666779033265069,12.493220966734931,0.41322096673493136,100,3.330922465726433,0.0010560202496689766,True,0.27999999999999997
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.25999999999999995,12.01,2.2674463899534936,-6.850533807829177,11.560089443641711,12.459910556358288,0.44991055635828886,100,2.8768338065883565,0.0045431526591039354,True,0.25999999999999995
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.23999999999999994,12.13,2.1017308884043,-7.918149466192176,11.71297099437188,12.547029005628122,0.4170290056281215,100,3.50711881209743,0.0005764359747126207,True,0.23999999999999994
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.21999999999999992,12.07,1.8436623630944222,-7.384341637010676,11.704177388628949,12.435822611371051,0.3658226113710508,100,3.5645906460840604,0.0004631892450968152,True,0.21999999999999992
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.1999999999999999,11.9,1.766695254199807,-5.871886120996442,11.549449332846681,12.25055066715332,0.35055066715331984,100,2.9100488413247656,0.004046732462158519,True,0.1999999999999999
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.17999999999999988,11.82,1.9036381966745635,-5.160142348754449,11.442276882061892,12.197723117938109,0.37772311793810887,100,2.440842108121696,0.015603738329403823,True,0.17999999999999988
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.15999999999999986,12.04,1.4901698093190792,-7.11743772241992,11.744317980372262,12.335682019627736,0.2956820196277378,100,3.8836633947279418,0.00014028431159100253,True,0.15999999999999986
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.13999999999999985,11.68,1.681029025882238,-3.9145907473309567,11.346447371086633,12.013552628913367,0.33355262891336646,100,1.998249233704342,0.0470955511102578,True,0.13999999999999985
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.11999999999999983,11.56,1.6349713493304134,-2.8469750889679744,11.235586213342758,11.884413786657243,0.3244137866572431,100,1.4767165575797039,0.14137077370069853,False,0.11999999999999983
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.09999999999999981,11.76,1.6460543580012628,-4.62633451957295,11.433387103974916,12.086612896025084,0.3266128960250847,100,2.390426602985811,0.017786050007372847,True,0.09999999999999981
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.0799999999999998,11.31,1.5221927299362283,-0.6227758007117463,11.007963938179726,11.612036061820275,0.30203606182027426,100,0.336022483711119,0.7372113633465341,False,0.0799999999999998
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.059999999999999776,11.27,1.613422236468592,-0.26690391459074164,10.949862024845796,11.590137975154203,0.32013797515420306,100,0.13948574306656972,0.8892103305111538,False,0.059999999999999776
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.03999999999999976,11.42,1.491931159892636,-1.6014234875444813,11.123968490205701,11.716031509794298,0.29603150979429793,100,0.8732839295918065,0.3835686249006258,False,0.03999999999999976
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,-0.01999999999999974,11.37,1.8676133962840913,-1.1565836298932295,10.99942498402284,11.740575015977159,0.3705750159771597,100,0.5537881641630769,0.5803928221530374,False,0.01999999999999974
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,2.7755575615628914e-16,11.31,1.3610379283562388,-0.6227758007117463,11.03994054709093,11.58005945290907,0.2700594529090709,100,0.35559803825364933,0.7225208924910405,False,2.7755575615628914e-16
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.020000000000000295,11.61,1.434742084308134,-3.29181494661921,11.32531604352729,11.89468395647271,0.28468395647270994,100,1.8315235810179054,0.06852515559710336,False,0.020000000000000295
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.04000000000000031,11.41,1.2560560368378346,-1.5124555160142341,11.160771231966155,11.659228768033845,0.24922876803384458,100,0.895940963221527,0.3713888379898801,False,0.04000000000000031
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.06000000000000033,11.51,1.4034229439466777,-2.402135231316722,11.231530440448479,11.78846955955152,0.2784695595515218,100,1.3513144171692741,0.178136963182495,False,0.06000000000000033
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.08000000000000035,11.61,1.162503394151665,-3.29181494661921,11.379334105913788,11.84066589408621,0.23066589408621133,100,2.014311279233431,0.04538357090749268,True,0.08000000000000035
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.10000000000000037,11.5,1.7552230857666158,-2.313167259786475,11.15172565995425,11.84827434004575,0.34827434004574975,100,1.150911903992362,0.25121605225991245,False,0.10000000000000037
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.12000000000000038,11.77,1.434460444793361,-4.7153024911031975,11.485371926917232,12.054628073082768,0.2846280730827672,100,2.623793553325333,0.00937325907518685,True,0.12000000000000038
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.1400000000000004,11.87,1.3458128106137648,-5.604982206405685,11.602961540762262,12.137038459237736,0.26703845923773767,100,3.217537734241601,0.001511291383377277,True,0.1400000000000004
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.16000000000000042,11.8,1.5504968249049735,-4.982206405693955,11.492347791676316,12.107652208323685,0.30765220832368384,100,2.6616418522028096,0.008419414731990899,True,0.16000000000000042
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.18000000000000044,11.7,1.5731330124142315,-4.092526690391451,11.387856280978976,12.012143719021022,0.3121437190210237,100,2.169093844693745,0.031279281195939965,True,0.18000000000000044
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.20000000000000046,11.89,1.7972762782060026,-5.782918149466195,11.533381394223921,12.24661860577608,0.35661860577607857,100,2.836068751682741,0.005067488037921172,True,0.20000000000000046
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.22000000000000047,12,1.8257418583505538,-6.76156583629893,11.637733205558186,12.362266794441814,0.3622667944418133,100,3.283937977813271,0.0012221435344317599,True,0.22000000000000047
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.2400000000000005,12,1.6877454928053721,-6.76156583629893,11.665114678334321,12.334885321665679,0.33488532166567947,100,3.4434959319820075,0.0007046149204291027,True,0.2400000000000005
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.2600000000000005,11.73,2.2058462266798147,-4.359430604982208,11.292312252460045,12.167687747539956,0.4376877475399552,100,1.8669703054851108,0.06363596129234377,False,0.2600000000000005
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.2800000000000005,12.07,1.9809955664623367,-7.384341637010676,11.67692750161619,12.463072498383811,0.39307249838381136,100,3.403535067457659,0.0008202626755563089,True,0.2800000000000005
Array (Gini=0.1),0.1615127580763922,5000,100,11.24,1.4221906562153552,0.30000000000000054,11.95,2.147937700129211,-6.316725978647679,11.523802560461904,12.376197439538094,0.42619743953809536,100,2.756110124047189,0.006480863649625126,True,0.30000000000000054
Array (Gini=0.1),0.17069501096687323,5000,100,11.55,1.2900160518929267,-0.3,12.34,2.310363126821794,-6.839826839826832,11.881573831961958,12.798426168038041,0.45842616803804087,100,2.985510095760653,0.003290281996929748,True,0.3
